street_address,postal_code,latitude,longitude,link,page,num,address_locality,address_region,scrape_generated,link_new,is_same,property
1625 Beechwood Blvd,15217,40.439877,-79.91605,https://www.trulia.com/p/pa/pittsburgh/1625-beechwood-blvd-pittsburgh-pa-15217--2014147407,92,18,Pittsburgh,PA,1625 beechwood blvd pittsburgh pa 15217,1625 beechwood blvd pittsburgh pa 15217,1,0
324 Kaercher St,15207,40.423412,-79.945724,https://www.trulia.com/p/pa/pittsburgh/324-kaercher-st-pittsburgh-pa-15207--1118239287,92,19,Pittsburgh,PA,324 kaercher st pittsburgh pa 15207,324 kaercher st pittsburgh pa 15207,1,0
227 S Home Ave #705,15202,40.496433,-80.0631,https://www.trulia.com/p/pa/pittsburgh/227-s-home-ave-705-pittsburgh-pa-15202--2089351687,92,20,Pittsburgh,PA,227 s home ave 705 pittsburgh pa 15202,227 s home ave 705 pittsburgh pa 15202,1,0
1609 Memorial Dr,15216,40.39368,-80.045105,https://www.trulia.com/p/pa/pittsburgh/1609-memorial-dr-pittsburgh-pa-15216--1005686554,92,21,Pittsburgh,PA,1609 memorial dr pittsburgh pa 15216,1609 memorial dr pittsburgh pa 15216,1,0
3448 Ridgewood Dr,15235,40.437004,-79.82571,https://www.trulia.com/p/pa/pittsburgh/3448-ridgewood-dr-pittsburgh-pa-15235--2014249197,92,22,Pittsburgh,PA,3448 ridgewood dr pittsburgh pa 15235,3448 ridgewood dr pittsburgh pa 15235,1,0
910 N Negley Ave,15206,40.47284,-79.92535,https://www.trulia.com/p/pa/pittsburgh/910-n-negley-ave-pittsburgh-pa-15206--1009342980,92,23,Pittsburgh,PA,910 n negley ave pittsburgh pa 15206,910 n negley ave pittsburgh pa 15206,1,0
33 Lancewood Dr,15235,40.439415,-79.84514,https://www.trulia.com/p/pa/pittsburgh/33-lancewood-dr-pittsburgh-pa-15235--2014249063,92,24,Pittsburgh,PA,33 lancewood dr pittsburgh pa 15235,33 lancewood dr pittsburgh pa 15235,1,0
4910 Hatfield St,15201,40.47768,-79.95719,https://www.trulia.com/p/pa/pittsburgh/4910-hatfield-st-pittsburgh-pa-15201--2014036070,92,25,Pittsburgh,PA,4910 hatfield st pittsburgh pa 15201,4910 hatfield st pittsburgh pa 15201,1,0
2211 Wightman St,15217,40.43068,-79.92716,https://www.trulia.com/p/pa/pittsburgh/2211-wightman-st-pittsburgh-pa-15217--2014148104,92,26,Pittsburgh,PA,2211 wightman st pittsburgh pa 15217,2211 wightman st pittsburgh pa 15217,1,0
553 Sloop Rd #38,15237,40.56568,-80.054634,https://www.trulia.com/p/pa/pittsburgh/553-sloop-rd-38-pittsburgh-pa-15237--2189445981,92,27,Pittsburgh,PA,553 sloop rd 38 pittsburgh pa 15237,553 sloop rd 38 pittsburgh pa 15237,1,0
4222 Milgate St,15224,40.46507,-79.953255,https://www.trulia.com/p/pa/pittsburgh/4222-milgate-st-pittsburgh-pa-15224--1118760234,92,28,Pittsburgh,PA,4222 milgate st pittsburgh pa 15224,4222 milgate st pittsburgh pa 15224,1,0
4030 Cloverlea St,15227,40.366165,-79.978905,https://www.trulia.com/p/pa/pittsburgh/4030-cloverlea-st-pittsburgh-pa-15227--2014213284,92,29,Pittsburgh,PA,4030 cloverlea st pittsburgh pa 15227,4030 cloverlea st pittsburgh pa 15227,1,0
5 Bayard Rd #321,15213,40.4527,-79.94247,https://www.trulia.com/p/pa/pittsburgh/5-bayard-rd-321-pittsburgh-pa-15213--2014124432,93,0,Pittsburgh,PA,5 bayard rd 321 pittsburgh pa 15213,5 bayard rd 321 pittsburgh pa 15213,1,0
414 Fisk St,15224,40.46485,-79.9567,https://www.trulia.com/p/pa/pittsburgh/414-fisk-st-pittsburgh-pa-15224--2014195596,93,1,Pittsburgh,PA,414 fisk st pittsburgh pa 15224,414 fisk st pittsburgh pa 15224,1,0
320 Fort Duquesne Blvd #21C,15222,40.44271,-80.00714,https://www.trulia.com/p/pa/pittsburgh/320-fort-duquesne-blvd-21c-pittsburgh-pa-15222--2014190176,93,2,Pittsburgh,PA,320 fort duquesne blvd 21c pittsburgh pa 15222,320 fort duquesne blvd 21c pittsburgh pa 15222,1,0
214 Merrimac St,15211,40.43242,-80.01384,https://www.trulia.com/p/pa/pittsburgh/214-merrimac-st-pittsburgh-pa-15211--2014103085,93,3,Pittsburgh,PA,214 merrimac st pittsburgh pa 15211,214 merrimac st pittsburgh pa 15211,1,0
5100 5th Ave #409,15232,40.447353,-79.93906,https://www.trulia.com/p/pa/pittsburgh/5100-5th-ave-409-pittsburgh-pa-15232--2014228884,93,4,Pittsburgh,PA,5100 5th ave 409 pittsburgh pa 15232,5100 5th ave 409 pittsburgh pa 15232,1,0
207 Monroe Dr,15229,40.5326,-80.032234,https://www.trulia.com/p/pa/pittsburgh/207-monroe-dr-pittsburgh-pa-15229--2014225392,93,5,Pittsburgh,PA,207 monroe dr pittsburgh pa 15229,207 monroe dr pittsburgh pa 15229,1,0
10400 Lindberg Ave,15235,40.458237,-79.84885,https://www.trulia.com/p/pa/pittsburgh/10400-lindberg-ave-pittsburgh-pa-15235--2014239021,93,6,Pittsburgh,PA,10400 lindberg ave pittsburgh pa 15235,10400 lindberg ave pittsburgh pa 15235,1,0
1 Pius St #C3,15203,40.42493,-79.98394,https://www.trulia.com/p/pa/pittsburgh/1-pius-st-c3-pittsburgh-pa-15203--2014045222,93,7,Pittsburgh,PA,1 pius st c3 pittsburgh pa 15203,1 pius st c3 pittsburgh pa 15203,1,0
174 Holiday Park Dr,15239,40.474297,-79.71097,https://www.trulia.com/p/pa/pittsburgh/174-holiday-park-dr-pittsburgh-pa-15239--2014292211,93,8,Pittsburgh,PA,174 holiday park dr pittsburgh pa 15239,174 holiday park dr pittsburgh pa 15239,1,0
106 Kaplan Ave,15227,40.379784,-79.98012,https://www.trulia.com/p/pa/pittsburgh/106-kaplan-ave-pittsburgh-pa-15227--2014205623,93,9,Pittsburgh,PA,106 kaplan ave pittsburgh pa 15227,106 kaplan ave pittsburgh pa 15227,1,0
1443 Arnold St,15220,40.439728,-80.04944,https://www.trulia.com/p/pa/pittsburgh/1443-arnold-st-pittsburgh-pa-15220--2014170445,93,10,Pittsburgh,PA,1443 arnold st pittsburgh pa 15220,1443 arnold st pittsburgh pa 15220,1,0
2279 Meadow Rd,15237,40.577328,-80.06889,https://www.trulia.com/p/pa/pittsburgh/2279-meadow-rd-pittsburgh-pa-15237--2014274639,93,11,Pittsburgh,PA,2279 meadow rd pittsburgh pa 15237,2279 meadow rd pittsburgh pa 15237,1,0
449 Perrymont Rd,15237,40.559032,-80.0313,https://www.trulia.com/p/pa/pittsburgh/449-perrymont-rd-pittsburgh-pa-15237--2014278153,93,12,Pittsburgh,PA,449 perrymont rd pittsburgh pa 15237,449 perrymont rd pittsburgh pa 15237,1,0
816 Lincoln Ave,15215,40.5011,-79.93669,https://www.trulia.com/p/pa/pittsburgh/816-lincoln-ave-pittsburgh-pa-15215--2014136335,93,13,Pittsburgh,PA,816 lincoln ave pittsburgh pa 15215,816 lincoln ave pittsburgh pa 15215,1,0
5000 Friendship Ave,15224,40.462215,-79.944405,https://www.trulia.com/p/pa/pittsburgh/5000-friendship-ave-pittsburgh-pa-15224--1009754394,93,14,Pittsburgh,PA,5000 friendship ave pittsburgh pa 15224,5000 friendship ave pittsburgh pa 15224,1,0
4126 Perrysville Ave,15214,40.493385,-80.02191,https://www.trulia.com/p/pa/pittsburgh/4126-perrysville-ave-pittsburgh-pa-15214--2014129888,93,15,Pittsburgh,PA,4126 perrysville ave pittsburgh pa 15214,4126 perrysville ave pittsburgh pa 15214,1,0
5374 Overland Trl,15236,40.339127,-79.98709,https://www.trulia.com/p/pa/pittsburgh/5374-overland-trl-pittsburgh-pa-15236--2014264190,93,16,Pittsburgh,PA,5374 overland trl pittsburgh pa 15236,5374 overland trl pittsburgh pa 15236,1,0
515 Landleiss Pl,15219,40.449306,-79.96469,https://www.trulia.com/p/pa/pittsburgh/515-landleiss-pl-pittsburgh-pa-15219--2014166377,93,17,Pittsburgh,PA,515 landleiss pl pittsburgh pa 15219,515 landleiss pl pittsburgh pa 15219,1,0
415 Forest Highlands Dr,15238,40.530357,-79.85414,https://www.trulia.com/p/pa/pittsburgh/415-forest-highlands-dr-pittsburgh-pa-15238--1118711930,93,18,Pittsburgh,PA,415 forest highlands dr pittsburgh pa 15238,415 forest highlands dr pittsburgh pa 15238,1,0
212 Cresthaven Ln,15237,40.548763,-80.06058,https://www.trulia.com/p/pa/pittsburgh/212-cresthaven-ln-pittsburgh-pa-15237--2014273971,93,19,Pittsburgh,PA,212 cresthaven ln pittsburgh pa 15237,212 cresthaven ln pittsburgh pa 15237,1,0
545 Pebblewood Ct,15237,40.577305,-80.052055,https://www.trulia.com/p/pa/pittsburgh/545-pebblewood-ct-pittsburgh-pa-15237--1002334808,93,20,Pittsburgh,PA,545 pebblewood ct pittsburgh pa 15237,545 pebblewood ct pittsburgh pa 15237,1,0
1622 McElhinny Ave,15207,40.365597,-79.907845,https://www.trulia.com/p/pa/pittsburgh/1622-mcelhinny-ave-pittsburgh-pa-15207--2014072373,93,21,Pittsburgh,PA,1622 mcelhinny ave pittsburgh pa 15207,1622 mcelhinny ave pittsburgh pa 15207,1,0
535 Springdale Dr,15235,40.472145,-79.821335,https://www.trulia.com/p/pa/pittsburgh/535-springdale-dr-pittsburgh-pa-15235--2014251523,93,22,Pittsburgh,PA,535 springdale dr pittsburgh pa 15235,535 springdale dr pittsburgh pa 15235,1,0
128 N Craig St #515,15213,40.447956,-79.94834,https://www.trulia.com/p/pa/pittsburgh/128-n-craig-st-515-pittsburgh-pa-15213--2089359286,93,23,Pittsburgh,PA,128 n craig st 515 pittsburgh pa 15213,128 n craig st 515 pittsburgh pa 15213,1,0
456 Willow Ct,15237,40.54388,-80.02143,https://www.trulia.com/p/pa/pittsburgh/456-willow-ct-pittsburgh-pa-15237--2014278230,93,24,Pittsburgh,PA,456 willow ct pittsburgh pa 15237,456 willow ct pittsburgh pa 15237,1,0
154 Bellevue Rd,15229,40.511913,-80.03463,https://www.trulia.com/p/pa/pittsburgh/154-bellevue-rd-pittsburgh-pa-15229--2014224662,93,25,Pittsburgh,PA,154 bellevue rd pittsburgh pa 15229,154 bellevue rd pittsburgh pa 15229,1,0
3065 Zephyr Ave,15204,40.45771,-80.05509,https://www.trulia.com/p/pa/pittsburgh/3065-zephyr-ave-pittsburgh-pa-15204--2014049871,93,26,Pittsburgh,PA,3065 zephyr ave pittsburgh pa 15204,3065 zephyr ave pittsburgh pa 15204,1,0
5433 Covode Pl,15217,40.431545,-79.93148,https://www.trulia.com/p/pa/pittsburgh/5433-covode-pl-pittsburgh-pa-15217--2014150603,93,27,Pittsburgh,PA,5433 covode pl pittsburgh pa 15217,5433 covode pl pittsburgh pa 15217,1,0
105 Crimson Dr,15237,40.547684,-80.09977,https://www.trulia.com/p/pa/pittsburgh/105-crimson-dr-pittsburgh-pa-15237--2014267599,93,28,Pittsburgh,PA,105 crimson dr pittsburgh pa 15237,105 crimson dr pittsburgh pa 15237,1,0
119 Bangor St,15211,40.42619,-80.01248,https://www.trulia.com/p/pa/pittsburgh/119-bangor-st-pittsburgh-pa-15211--2014101852,93,29,Pittsburgh,PA,119 bangor st pittsburgh pa 15211,119 bangor st pittsburgh pa 15211,1,0
1647 Overton Ln,15217,40.418144,-79.9196,https://www.trulia.com/p/pa/pittsburgh/1647-overton-ln-pittsburgh-pa-15217--2014147476,94,0,Pittsburgh,PA,1647 overton ln pittsburgh pa 15217,1647 overton ln pittsburgh pa 15217,1,0
4425 Milgate St,15224,40.46555,-79.95249,https://www.trulia.com/p/pa/pittsburgh/4425-milgate-st-pittsburgh-pa-15224--2014195904,94,1,Pittsburgh,PA,4425 milgate st pittsburgh pa 15224,4425 milgate st pittsburgh pa 15224,1,0
1132 Duffield St,15206,40.478683,-79.931725,https://www.trulia.com/p/pa/pittsburgh/1132-duffield-st-pittsburgh-pa-15206--2014061694,94,2,Pittsburgh,PA,1132 duffield st pittsburgh pa 15206,1132 duffield st pittsburgh pa 15206,1,0
3834 East St,15214,40.488693,-80.01605,https://www.trulia.com/p/pa/pittsburgh/3834-east-st-pittsburgh-pa-15214--2014129325,94,3,Pittsburgh,PA,3834 east st pittsburgh pa 15214,3834 east st pittsburgh pa 15214,1,0
4706 E Willock Rd,15227,40.363953,-79.96879,https://www.trulia.com/p/pa/pittsburgh/4706-e-willock-rd-pittsburgh-pa-15227--2089364793,94,4,Pittsburgh,PA,4706 e willock rd pittsburgh pa 15227,4706 e willock rd pittsburgh pa 15227,1,0
1269 Cedar Blvd,15228,40.36498,-80.06173,https://www.trulia.com/p/pa/pittsburgh/1269-cedar-blvd-pittsburgh-pa-15228--2014216986,94,5,Pittsburgh,PA,1269 cedar blvd pittsburgh pa 15228,1269 cedar blvd pittsburgh pa 15228,1,0
2757 Bingham Dr,15241,40.31187,-80.10728,https://www.trulia.com/p/pa/pittsburgh/2757-bingham-dr-pittsburgh-pa-15241--2014304860,94,6,Pittsburgh,PA,2757 bingham dr pittsburgh pa 15241,2757 bingham dr pittsburgh pa 15241,1,0
9584 Saratoga Dr,15237,40.58271,-80.02824,https://www.trulia.com/p/pa/pittsburgh/9584-saratoga-dr-pittsburgh-pa-15237--2014283876,94,7,Pittsburgh,PA,9584 saratoga dr pittsburgh pa 15237,9584 saratoga dr pittsburgh pa 15237,1,0
9424 Saltsburg Rd,15239,40.481453,-79.72496,https://www.trulia.com/p/pa/pittsburgh/9424-saltsburg-rd-pittsburgh-pa-15239--2014298941,94,8,Pittsburgh,PA,9424 saltsburg rd pittsburgh pa 15239,9424 saltsburg rd pittsburgh pa 15239,1,0
310 Broadmoor Ave,15228,40.37795,-80.033485,https://www.trulia.com/p/pa/pittsburgh/310-broadmoor-ave-pittsburgh-pa-15228--2014219388,94,9,Pittsburgh,PA,310 broadmoor ave pittsburgh pa 15228,310 broadmoor ave pittsburgh pa 15228,1,0
231 Clay Dr,15235,40.460594,-79.81418,https://www.trulia.com/p/pa/pittsburgh/231-clay-dr-pittsburgh-pa-15235--2014245975,94,10,Pittsburgh,PA,231 clay dr pittsburgh pa 15235,231 clay dr pittsburgh pa 15235,1,0
4453 Mulberry Ct,15227,40.362923,-79.99101,https://www.trulia.com/p/pa/pittsburgh/4453-mulberry-ct-pittsburgh-pa-15227--2014213983,94,11,Pittsburgh,PA,4453 mulberry ct pittsburgh pa 15227,4453 mulberry ct pittsburgh pa 15227,1,0
3019 Brereton St,15219,40.45682,-79.96935,https://www.trulia.com/p/pa/pittsburgh/3019-brereton-st-pittsburgh-pa-15219--1118028568,94,12,Pittsburgh,PA,3019 brereton st pittsburgh pa 15219,3019 brereton st pittsburgh pa 15219,1,0
118 Oakhurst Rd,15215,40.505684,-79.91469,https://www.trulia.com/p/pa/pittsburgh/118-oakhurst-rd-pittsburgh-pa-15215--2014132298,94,13,Pittsburgh,PA,118 oakhurst rd pittsburgh pa 15215,118 oakhurst rd pittsburgh pa 15215,1,0
372 S Highland Ave #303,15206,40.45455,-79.92571,https://www.trulia.com/p/pa/pittsburgh/372-s-highland-ave-303-pittsburgh-pa-15206--2089355693,94,14,Pittsburgh,PA,372 s highland ave 303 pittsburgh pa 15206,372 s highland ave 303 pittsburgh pa 15206,1,0
4817 E Willock Rd,15227,40.36282,-79.96771,https://www.trulia.com/p/pa/pittsburgh/4817-e-willock-rd-pittsburgh-pa-15227--2089364862,94,15,Pittsburgh,PA,4817 e willock rd pittsburgh pa 15227,4817 e willock rd pittsburgh pa 15227,1,0
131 Beech St,15218,40.432137,-79.878426,https://www.trulia.com/p/pa/pittsburgh/131-beech-st-pittsburgh-pa-15218--2014156403,94,16,Pittsburgh,PA,131 beech st pittsburgh pa 15218,131 beech st pittsburgh pa 15218,1,0
221 Janice Dr,15235,40.46505,-79.834785,https://www.trulia.com/p/pa/pittsburgh/221-janice-dr-pittsburgh-pa-15235--2014245553,94,17,Pittsburgh,PA,221 janice dr pittsburgh pa 15235,221 janice dr pittsburgh pa 15235,1,0
1107 Premier St,15201,40.483303,-79.939644,https://www.trulia.com/p/pa/pittsburgh/1107-premier-st-pittsburgh-pa-15201--2014031760,94,18,Pittsburgh,PA,1107 premier st pittsburgh pa 15201,1107 premier st pittsburgh pa 15201,1,0
2351 Saranac Ave,15216,40.40124,-80.02676,https://www.trulia.com/p/pa/pittsburgh/2351-saranac-ave-pittsburgh-pa-15216--2014142456,94,19,Pittsburgh,PA,2351 saranac ave pittsburgh pa 15216,2351 saranac ave pittsburgh pa 15216,1,0
2606 Burham St,15203,40.420826,-79.970245,https://www.trulia.com/p/pa/pittsburgh/2606-burham-st-pittsburgh-pa-15203--2014046183,94,20,Pittsburgh,PA,2606 burham st pittsburgh pa 15203,2606 burham st pittsburgh pa 15203,1,0
100 Laurel Ave,15202,40.50199,-80.07596,https://www.trulia.com/p/pa/pittsburgh/100-laurel-ave-pittsburgh-pa-15202--2014038076,94,21,Pittsburgh,PA,100 laurel ave pittsburgh pa 15202,100 laurel ave pittsburgh pa 15202,1,0
620 National Dr,15235,40.477318,-79.81238,https://www.trulia.com/p/pa/pittsburgh/620-national-dr-pittsburgh-pa-15235--2014252071,94,22,Pittsburgh,PA,620 national dr pittsburgh pa 15235,620 national dr pittsburgh pa 15235,1,0
932 Country Club Dr,15228,40.37456,-80.02484,https://www.trulia.com/p/pa/pittsburgh/932-country-club-dr-pittsburgh-pa-15228--2014222466,94,23,Pittsburgh,PA,932 country club dr pittsburgh pa 15228,932 country club dr pittsburgh pa 15228,1,0
406 Chandler Pl,15212,40.48572,-80.027115,https://www.trulia.com/p/pa/pittsburgh/406-chandler-pl-pittsburgh-pa-15212--2014117607,94,24,Pittsburgh,PA,406 chandler pl pittsburgh pa 15212,406 chandler pl pittsburgh pa 15212,1,0
419 Parklow St,15210,40.413113,-79.99593,https://www.trulia.com/p/pa/pittsburgh/419-parklow-st-pittsburgh-pa-15210--2014098302,94,25,Pittsburgh,PA,419 parklow st pittsburgh pa 15210,419 parklow st pittsburgh pa 15210,1,0
167 Banner Way,15201,40.470665,-79.96189,https://www.trulia.com/p/pa/pittsburgh/167-banner-way-pittsburgh-pa-15201--2014032728,94,26,Pittsburgh,PA,167 banner way pittsburgh pa 15201,167 banner way pittsburgh pa 15201,1,0
106 Parker St,15223,40.493916,-79.95342,https://www.trulia.com/p/pa/pittsburgh/106-parker-st-pittsburgh-pa-15223--2014191179,94,27,Pittsburgh,PA,106 parker st pittsburgh pa 15223,106 parker st pittsburgh pa 15223,1,0
118 Saint Charles Ct,15238,40.49571,-79.85421,https://www.trulia.com/p/pa/pittsburgh/118-saint-charles-ct-pittsburgh-pa-15238--2014285455,94,28,Pittsburgh,PA,118 saint charles ct pittsburgh pa 15238,118 saint charles ct pittsburgh pa 15238,1,0
9 Valois St,15205,40.445396,-80.07732,https://www.trulia.com/p/pa/pittsburgh/9-valois-st-pittsburgh-pa-15205--2014061066,94,29,Pittsburgh,PA,9 valois st pittsburgh pa 15205,9 valois st pittsburgh pa 15205,1,0
1349 Beechwood Blvd,15217,40.44489,-79.91763,https://www.trulia.com/p/pa/pittsburgh/1349-beechwood-blvd-pittsburgh-pa-15217--2014146880,95,0,Pittsburgh,PA,1349 beechwood blvd pittsburgh pa 15217,1349 beechwood blvd pittsburgh pa 15217,1,0
287 Idlewood Rd,15235,40.461422,-79.80943,https://www.trulia.com/p/pa/pittsburgh/287-idlewood-rd-pittsburgh-pa-15235--2014247504,95,1,Pittsburgh,PA,287 idlewood rd pittsburgh pa 15235,287 idlewood rd pittsburgh pa 15235,1,0
144 McCurdy Dr,15235,40.47973,-79.83149,https://www.trulia.com/p/pa/pittsburgh/144-mccurdy-dr-pittsburgh-pa-15235--2014242381,95,2,Pittsburgh,PA,144 mccurdy dr pittsburgh pa 15235,144 mccurdy dr pittsburgh pa 15235,1,0
313 Lamarido St,15226,40.400475,-80.017334,https://www.trulia.com/p/pa/pittsburgh/313-lamarido-st-pittsburgh-pa-15226--2014202906,95,3,Pittsburgh,PA,313 lamarido st pittsburgh pa 15226,313 lamarido st pittsburgh pa 15226,1,0
1259 Earlford Dr,15227,40.3649,-79.97204,https://www.trulia.com/p/pa/pittsburgh/1259-earlford-dr-pittsburgh-pa-15227--2014206463,95,4,Pittsburgh,PA,1259 earlford dr pittsburgh pa 15227,1259 earlford dr pittsburgh pa 15227,1,0
2449 N Charles St,15214,40.46646,-80.02003,https://www.trulia.com/p/pa/pittsburgh/2449-n-charles-st-pittsburgh-pa-15214--2089360406,95,5,Pittsburgh,PA,2449 n charles st pittsburgh pa 15214,2449 n charles st pittsburgh pa 15214,1,0
10156 Clair Ave,15235,40.468773,-79.850586,https://www.trulia.com/p/pa/pittsburgh/10156-clair-ave-pittsburgh-pa-15235--2014238756,95,6,Pittsburgh,PA,10156 clair ave pittsburgh pa 15235,10156 clair ave pittsburgh pa 15235,1,0
460-462 Taylor St,15224,40.459923,-79.95331,https://www.trulia.com/p/pa/pittsburgh/460-462-taylor-st-pittsburgh-pa-15224--2189444732,95,7,Pittsburgh,PA,460-462 taylor st pittsburgh pa 15224,460 462 taylor st pittsburgh pa 15224,0,0
1610 Jancey St,15206,40.482807,-79.92835,https://www.trulia.com/p/pa/pittsburgh/1610-jancey-st-pittsburgh-pa-15206--2014063698,95,8,Pittsburgh,PA,1610 jancey st pittsburgh pa 15206,1610 jancey st pittsburgh pa 15206,1,0
836 Harmony Rd,15237,40.535316,-80.095345,https://www.trulia.com/p/pa/pittsburgh/836-harmony-rd-pittsburgh-pa-15237--2014281769,95,9,Pittsburgh,PA,836 harmony rd pittsburgh pa 15237,836 harmony rd pittsburgh pa 15237,1,0
1707 Cosmos St,15207,40.36714,-79.907326,https://www.trulia.com/p/pa/pittsburgh/1707-cosmos-st-pittsburgh-pa-15207--2014072441,95,10,Pittsburgh,PA,1707 cosmos st pittsburgh pa 15207,1707 cosmos st pittsburgh pa 15207,1,0
3743 Margate Rd,15221,40.43305,-79.84726,https://www.trulia.com/p/pa/pittsburgh/3743-margate-rd-pittsburgh-pa-15221--2014183304,95,11,Pittsburgh,PA,3743 margate rd pittsburgh pa 15221,3743 margate rd pittsburgh pa 15221,1,0
816 Ridgefield Ave,15216,40.40032,-80.05172,https://www.trulia.com/p/pa/pittsburgh/816-ridgefield-ave-pittsburgh-pa-15216--2014145584,95,12,Pittsburgh,PA,816 ridgefield ave pittsburgh pa 15216,816 ridgefield ave pittsburgh pa 15216,1,0
712 N Saint Clair St,15206,40.469513,-79.92444,https://www.trulia.com/p/pa/pittsburgh/712-n-saint-clair-st-pittsburgh-pa-15206--2089356177,95,13,Pittsburgh,PA,712 n saint clair st pittsburgh pa 15206,712 n saint clair st pittsburgh pa 15206,1,0
551 Normandy Ct,15238,40.528645,-79.86811,https://www.trulia.com/p/pa/pittsburgh/551-normandy-ct-pittsburgh-pa-15238--2014289190,95,14,Pittsburgh,PA,551 normandy ct pittsburgh pa 15238,551 normandy ct pittsburgh pa 15238,1,0
5124 Hillcrest St,15224,40.468376,-79.94101,https://www.trulia.com/p/pa/pittsburgh/5124-hillcrest-st-pittsburgh-pa-15224--2014197398,95,15,Pittsburgh,PA,5124 hillcrest st pittsburgh pa 15224,5124 hillcrest st pittsburgh pa 15224,1,0
124 Dorseyville Rd,15215,40.513927,-79.93465,https://www.trulia.com/p/pa/pittsburgh/124-dorseyville-rd-pittsburgh-pa-15215--1143391515,95,16,Pittsburgh,PA,124 dorseyville rd pittsburgh pa 15215,124 dorseyville rd pittsburgh pa 15215,1,0
645 Charlotte Dr,15236,40.346134,-80.00547,https://www.trulia.com/p/pa/pittsburgh/645-charlotte-dr-pittsburgh-pa-15236--1022885885,95,17,Pittsburgh,PA,645 charlotte dr pittsburgh pa 15236,645 charlotte dr pittsburgh pa 15236,1,0
28 Monitor Ave,15202,40.50169,-80.075096,https://www.trulia.com/p/pa/pittsburgh/28-monitor-ave-pittsburgh-pa-15202--1117883770,95,18,Pittsburgh,PA,28 monitor ave pittsburgh pa 15202,28 monitor ave pittsburgh pa 15202,1,0
2324 Collins Rd,15235,40.451725,-79.85631,https://www.trulia.com/p/pa/pittsburgh/2324-collins-rd-pittsburgh-pa-15235--2014246006,95,19,Pittsburgh,PA,2324 collins rd pittsburgh pa 15235,2324 collins rd pittsburgh pa 15235,1,0
163 Washington Ave,15202,40.490295,-80.04977,https://www.trulia.com/p/pa/pittsburgh/163-washington-ave-pittsburgh-pa-15202--2014039036,95,20,Pittsburgh,PA,163 washington ave pittsburgh pa 15202,163 washington ave pittsburgh pa 15202,1,0
476 Longridge Dr,15243,40.379715,-80.056114,https://www.trulia.com/p/pa/pittsburgh/476-longridge-dr-pittsburgh-pa-15243--2014309823,95,21,Pittsburgh,PA,476 longridge dr pittsburgh pa 15243,476 longridge dr pittsburgh pa 15243,1,0
